STRING ID,DESCRIPTION,ENGLISH,FRENCH / FRANÇAIS,SPANISH / ESPAÑOL,GERMAN / DEUTSCH,ITALIAN / ITALIANO,PORTUGUESE / PORTUGUÊS (BR),PORTUGUESE / PORTUGUÊS (PT),RUSSIAN / РУССКИЙ,GREEK / ΕΛΛΗΝΙΚΑ,TURKISH / TÜRKÇE,DANISH / DANSK,NORWEGIAN (NB) / NORSK BOKMÅL,SWEDISH / SVENSKA,DUTCH / NEDERLANDS,POLISH / POLSKI,FINNISH / SUOMI,JAPANESE / 日本語,SIMPLIFIED CHINESE / 简体中文,TRADITIONAL CHINESE / 繁体中文,KOREAN / 한국어,CZECH / ČEŠTINA,HUNGARIAN / MAGYAR,ROMANIAN / ROMÂNĂ,THAI / ภาษาไทย,BULGARIAN / БЪЛГАРСКИ,עברית / HEBREW,العربية / ARABIC,BOSNIAN
MISSION_HELP_MAX_HANDS_MOVEMENT_DESCRIPTION,,Try to limit your movement as much as possible.,Essayez de limiter vos mouvements autant que possible.,Intenta limitar tu movimiento lo máximo posible.,"Versuche, deine Bewegung so weit wie möglich einzuschränken.",,,,,,,,,,,,,動きをできる限り制限しましょう。,Try to limit your movement as much as possible.,,최대한 움직임을 줄이도록 노력하세요.,,,,,,,,
MISSION_HELP_MAX_HANDS_MOVEMENT,,This objective is special. There is a <color=#FFFFFF88>MAXIMUM distance</color> you can move with your <color=#FFFFFF88>hands.</color>,Cet objectif est particulier. Une <color=#FFFFFF88>distance MAXIMALE</color> a été définie pour les mouvements de vos <color=#FFFFFF88>mains.</color>,Este objetivo es especial. Existe una <color=#FFFFFF88>distancia MÁXIMA</color> establecida a la que puedes mover tus <color=#FFFFFF88>manos.</color>,"Dieses Ziel ist ein spezielles. Es gibt eine <color=#FFFFFF88>MAXIMALE Distanz</color>, die du mit deinen<color=#FFFFFF88>Händen</color> zurücklegen darfst.",,,,,,,,,,,,,この目標は特別です。<color=#FFFFFF88>手</color>を動かすことができる<color=#FFFFFF88>最大距離</color>が決まっています。,This objective is special. There is a <color=#FFFFFF88>MAXIMUM distance</color> you can move with your <color=#FFFFFF88>hands.</color>,,이번 목표는 특별합니다. <color=#FFFFFF88>손</color>으로 이동할 수 있는 <color=#FFFFFF88>최대 거리</color>가 정해져 있습니다.,,,,,,,,
MISSION_HELP_MIN_HANDS_MOVEMENT_DESCRIPTION,,To complete this objective you usually just need to move with your hands a lot. Don't use just your wrists but whole arms.,"Pour atteindre cet objectif, il vous suffira de beaucoup bouger vos mains. N'utilisez pas simplement vos poignets, mais bougez intégralement vos bras.","Para completar este objetivo, generalmente necesitas mover mucho las manos. No uses solamente tus muñecas, sino la totalidad de tus brazos.","Um dieses Ziel zu erreichen, musst du für gewöhnlich deine Hände ganz viel bewegen. Verwende nicht nur deine Handgelenke, sondern deine ganzen Arme.",,,,,,,,,,,,,この目標をクリアするコツは、手をたくさん動かすことです。手首を動かすのではなく、腕全体を動かしましょう。,要完成此目标，你通常需要大幅度移动双手。不要仅甩动手腕，要摆动手臂。,,이 목표를 완료하려면 보통 손을 아주 많이 움직이면 됩니다. 손목만 쓰는 게 아니라 팔 전체를 쓰세요.,,,,,,,,
MISSION_HELP_MAX_COMBO_TITLE,,In this mission you have to keep your <color=#FFFFFF88>combo</color> below specified number.,"Dans cette mission, vous devez conserver votre <color=#FFFFFF88>combo</color> en dessous d'une certaine valeur.","En esta misión, tienes que mantener tu <color=#FFFFFF88>combo</color> por debajo de un número específico.",In dieser Mission musst du deine <color=#FFFFFF88>Combo</color> unter einer bestimmten Zahl halten.,,,,,,,,,,,,,このミッションでは、<color=#FFFFFF88>Combo</color>を決まった数以下に抑える必要があります。,在此任务中，你必须将<color=#FFFFFF88>连击</color>保持在一个特定的数字之内。,,이 미션에서는 <color=#FFFFFF88>Combo</color>를 지정된 횟수 미만으로 유지해야 합니다.,,,,,,,,
MISSION_HELP_MAX_COMBO_TITLE_DESCRIPTION,,One way how to complete this kind of objective is to make deliberate mistakes.,Un bon moyen de l'atteindre est de faire des erreurs volontaires.,Una forma de completar este tipo de objetivos es cometer errores deliberadamente.,"Eine Möglichkeit, wie du dieses Ziel abschließen kannst, besteht darin, absichtlich Fehler zu machen.",,,,,,,,,,,,,このような目標をクリアするには、わざとミスをしてみましょう。,完成此类目标的方法是故意犯错。,,즉 이 목표를 달성하려면 일부러 실수를 해야 합니다.,,,,,,,,
BUTTON_LEVEL_EDITOR,,Level Editor,Éditeur de niveaux,Editor de Niveles,Level-Editor,,,,,,,,,,,,,ステージエディタ,关卡编辑器,,레벨 편집기,,,,,,,,
SETTINGS_SCREEN_DISTORTION_EFFECTS,,Screen Distortion Effects,Effets de déformation de l'écran,Efectos de Distorsión de Pantalla,Bildschirm-Verzerreffekte,,,,,,,,,,,,,画面ひずみ効果,屏幕失真效果,,화면 왜곡 효과,,,,,,,,
CUSTOM_LEVELS_LEADERBOARDS_NOT_SUPPORTED,,Leaderboards for custom levels are not supported.,Le classement n'est pas intégré aux niveaux personnalisés.,No se permiten las tablas de posiciones para los niveles personalizados.,Bestenlisten für benutzerdefinierte Level werden nicht unterstützt.,,,,,,,,,,,,,カスタムステージのランキングはサポートされていません。,不支持自定义排行榜,,커스텀 레벨용 순위표는 지원되지 않습니다.,,,,,,,,
TITLE_CUSTOM_LEVELS,,Custom Levels,Niveaux personnalisés,Niveles Personalizados,Benutzerdefinierte Level,,,,,,,,,,,,,カスタムステージ,定制关卡,,커스텀 레벨,,,,,,,,
SETTINGS_AUDIO,,Audio,Audio,Audio,Audio,,,,,,,,,,,,,オーディオ,声音延迟,,오디오,,,,,,,,
SETTINGS_AUDIO_LATENCY_INFO,,This setting can help you compensate an audio delay of your sound system. Adjust the latency value to sync audio with video. Always use your headset to do this calibration.,Ce paramètre peut vous aider à compenser un décalage sonore sur votre système audio. Ajustez la latence pour synchroniser l'audio à la vidéo. Utilisez votre casque pour effectuer ce calibrage.,Este ajuste puede ayudarte a compensar un retraso en el audio de tu sistema de sonido. Ajusta el valor de latencia para sincronizar el audio con el video. Siempre usa tu equipo para hacer esta calibración.,"Durch diese Einstellung kannst du eine Audioverzögerung deines Soundsystems ausgleichen. Passe den Latenzwert an, um Audio und Video zu synchronisieren. Nutze immer dein Headset für diese Kalibrierung.",,,,,,,,,,,,,この設定はサウンドシステムのオーディオ遅延を補正します。レイテンシ値を調節して、オーディオをビデオと同期させましょう。この調整を行う場合、常にヘッドセットを使用してください。,该选项可以帮助你改善音效系统中的声音延迟问题。请调整延迟参数，来使得音画同步。在校正过程中，请始终保持戴着耳机。,,이 설정으로 사용자의 사운드 시스템상 오디오 지연을 보완할 수 있습니다. 오디오와 비디오를 동기화하는 지연 속도 값을 조절합니다. 이 설정에서는 항상 헤드셋을 사용하십시오.,,,,,,,,
PLAYER_SETTINGS_AUTO_RESTART,,Auto Restart on Fail,Recommencer en cas d'échec,Reiniciar automáticamente tras fallar,Bei Fehlschlag automatisch neu starten,,,,,,,,,,,,,失敗すると自動再スタート,失败后自动重新开始,,실패 시 자동 재시작,,,,,,,,
SETTINGS_MAX_SHOCKWAVE_PARTICLES,,Max Shockwave Particles,Nombre max. de particules pour ondes de choc,Máximo de Partículas de Terremoto,Max. Schockwellenpartikel,,,,,,,,,,,,,最大ショックウェーブパーティクル,最多冲击波粒子,,최대 쇼크웨이브 입자,,,,,,,,
TITLE_NEW_HIGHSCORE,,New Highscore,Nouveau meilleur score,Nueva Alta Puntuación,Neue Höchstpunktzahl,,,,,,,,,,,,,新しいハイスコア,新高分,,새 하이스코어,,,,,,,,
STEAM_STORE_DOESNT_OPEN_HINT,,"If the store window doesn't open after pressing the buy button, please try to purchase this item directly on Steam. We are sorry for the inconvenience.","Si la fenêtre de la boutique n'apparaît pas après avoir appuyé sur le bouton, essayez d'effectuer votre achat directement sur Steam. Veuillez nous excuser pour la gêne occasionnée.","Si la ventana de la tienda no se abre después de presionar el botón de comprar, intenta comprar este artículo directamente en Steam. Lamentamos los inconvenientes.","Sollte sich das Store-Fenster nicht öffnen, nachdem du auf „Kaufen“ gedrückt hast, probiere diesen Gegenstand direkt über Steam zu kaufen. Wir entschuldigen uns für die Unannehmlichkeit.",,,,,,,,,,,,,購入ボタンを押してもストアウィンドウが開かない場合、Steamから直接購入してください。ご迷惑をおかけして申し訳ございません。,如果在按下购买按钮后商店窗口未打开，请尝试直接在Steam上购买此商品。我们对给您造成的不便表示抱歉。,,구매 버튼을 누른 후에도 상점 창이 열리지 않으면 Steam 상에서 바로 아이템을 구매해주십시오. 불편을 끼쳐 죄송합니다.,,,,,,,,
BUTTON_ENVIRONMENTS,,Environments,Environnements,Entornos,Umgebungen,,,,,,,,,,,,,環境,环境,,환경,,,,,,,,
BUTTON_COLORS,,Colors,Couleurs,Colores,Farben,,,,,,,,,,,,,色,颜色,,색상,,,,,,,,
BUTTON_LOGIN,,Login,Connexion,Iniciar Sesión,Anmelden,,,,,,,,,,,,,ログイン,登录,,로그인,,,,,,,,
BUTTON_LOGOUT,,Logout,Déconnexion,Cerrar Sesión,Abmelden,,,,,,,,,,,,,ログアウト,登出,,로그아웃,,,,,,,,
STATUS_CONNECTED,,Connected,Connecté(e),Conectado,Verbunden,,,,,,,,,,,,,接続済み,已连接,,연결됨,,,,,,,,
STATUS_DISCONNECTED,,Disconnected,Déconnecté(e),Desconectado,Verbindung getrennt,,,,,,,,,,,,,無接続,连接断开,,연결 끊김,,,,,,,,
REQUIRES_INTERNET_INFO,,Requires an active internet connection.,Nécessite une connexion internet active.,Requiere una conexión de Internet activa.,Aktive Internetverbindung erforderlich.,,,,,,,,,,,,,インターネットへの接続が必要です。,需要有效的互联网连接,,사용 가능한 인터넷에 연결되어야 합니다.,,,,,,,,
PLAYER_HEIGHT_MEASURE_BUTTON_HOVER_HINT,,Measure and set your current height. Stand straight and make sure your floor position was configured properly in the game settings.,Mesurez et définissez votre taille actuelle. Tenez-vous debout et vérifiez que la position du sol a été configurée correctement dans les paramètres de jeu.,Mide y establece tu estatura actual. Párate derecho y asegúrate de que la posición del piso haya sido configurada apropiadamente en los ajustes del juego.,"Miss deine aktuelle Größe und stell sie ein. Stelle dich gerade hin und achte darauf, dass die Bodenposition in den Spieleinstellungen korrekt konfiguriert wurde.",,,,,,,,,,,,,現在の身長を測定して設定します。床の位置がゲーム設定で適切に設定されていることを確認して、まっすぐ立ってください。,设置您的游戏高度。站直并确保在游戏设置中正确配置了您的地板位置。,,현재 신장을 측정하고 설정합니다. 게임 설정에서 바닥 위치를 제대로 설정했는지 확인한 후 똑바로 서주십시오.,,,,,,,,
NORMAL_ENVIRONMENT_TYPE,,Normal Environment,Environnement normal,Entorno Normal,Normale Umgebung,,,,,,,,,,,,,通常環境,普通环境,,일반 환경,,,,,,,,
CIRCLE_ENVIRONMENT_TYPE,,Circle Environment,Environnement circulaire,Entorno Circular,Kreisumgebung,,,,,,,,,,,,,円環環境,360度环境,,원형 환경,,,,,,,,
OVERRIDE_ENVIRONMENTS_TOGGLE,,Override Default Environments,Ignorer les environnements par défaut,Anular Entornos Predeterminados,Standardumgebungen überschreiben,,,,,,,,,,,,,デフォルト環境をオーバーライド,覆盖默认环境,,기본 환경 무시,,,,,,,,
OVERRIDE_COLORS_TOGGLE,,Override Default Colors,Ignorer les couleurs par défaut,Anular Colores Predeterminados,Standardfarben überschreiben,,,,,,,,,,,,,デフォルト色をオーバーライド,覆盖默认颜色,,기본 색상 무시,,,,,,,,
CUSTOM_COLORS_EDITING_HINT,,Only custom color schemes can be edited.,Seuls les jeux de couleurs personnalisés peuvent être modifiés.,Solamente se pueden editar los esquemas de colores personalizados.,Nur benutzerdefinierte Farbschemas können bearbeitet werden.,,,,,,,,,,,,,カスタムカラースキームのみ編集できます。,只能编辑自定义颜色方案,,커스텀 배색만 편집할 수 있습니다.,,,,,,,,
PREVIOUS_COLOR_HINT,,Previous Color,Couleur précédente,Color Anterior,Vorherige Farbe,,,,,,,,,,,,,前の色,前一个颜色,,이전 색상,,,,,,,,
SETTINGS_OVERRIDE_AUDIO_LATENCY,,Override Audio Latency,Ignorer le délai audio,Anular Latencia de Audio,Audiolatenz überschreiben,,,,,,,,,,,,,オーディオレイテンシをオーバーライド,覆盖音频延迟,,오디오 지연 무시,,,,,,,,
LEADERBOARDS_LOADING_FAILED,,Oops something went wrong. You may want to check your internet connection.,Une erreur s'est produite. Veuillez vérifier votre connexion à internet.,"Vaya, algo salió mal. Posiblemente desees revisar tu conexión de Internet.","Hoppla, ein Fehler ist aufgetreten. Du solltest deine Internetverbindung überprüfen.",,,,,,,,,,,,,エラーが発生しました。インターネット接続を確認してください。,连接出现问题。您可能需要检查您的互联网连接,,죄송합니다. 문제가 발생했습니다. 인터넷 연결을 확인해주십시오.,,,,,,,,
LEADERBOARDS_NOT_AVAILABLE,,Leaderboards not available.\nProbably you are not signed in or your use of online features is restricted.,Les classements sont indisponibles.\nVous n'êtes peut-être pas connecté(e) ou votre utilisation des fonctionnalités en ligne est restreinte.,Tableros no disponibles.\nProbablemente no estés inscrito o se haya restringido tu uso de las funciones en línea.,Bestenlisten nicht verfügbar.\nDu bist wahrscheinlich nicht angemeldet oder die Verwendung von Onlinefunktionen ist eingeschränkt.,,,,,,,,,,,,,ランキングを使用できません。\nサインインしていないか、オンライン機能の使用が制限されています。,排行榜不可用。\n您可能没有登录，或者在线功能的使用受到限制。,,리더보드에 접속을 할 수 없습니다.\n로그인하지 않았거나 온라인 사용 기능이 제한되어있을 수 있습니다.,,,,,,,,
LEVEL_SELECTION_BUTTON,,Level Selection,Sélection de niveau,Selección de Niveles,Level-Auswahl,,,,,,,,,,,,,ステージ選択,选择关卡,,레벨 선택,,,,,,,,
HOW_TO_PLAY_BUTTON,,How To Play,Guide de jeu,Cómo Jugar,So spielst du,,,,,,,,,,,,,プレイの方法,游戏玩法,,플레이 방법,,,,,,,,
LOGOUT_BUTTON,,Logout,Déconnexion,Cerrar Sesión,Abmelden,,,,,,,,,,,,,ログアウト,登出,,로그아웃,,,,,,,,
PRIVACY_POLICY_BUTTON,,Privacy Policy,Politique de confidentialité,Política de Privacidad,Datenschutzrichtlinie,,,,,,,,,,,,,プライバシーポリシー,Privacy Policy,,개인정보 취급방침,,,,,,,,
PLAYER_SETTINGS_AUTOMATIC_PLAYER_HEIGHT,,Automatic Player Height,Taille du joueur auto.,Estatura del Jugador Automática,Automatische Spielergröße,,,,,,,,,,,,,プレイヤー身長自動検出,Automatic Player Height,,자동 플레이어 신장,,,,,,,,
LEVEL_360DEGREE,,360 Degree,360 degrés,360 Grados,360 Grad,,,,,,,,,,,,,360度,,,360도,,,,,,,,
LEVEL_360DEGREE_HINT,,360 Degree,360 degrés,360 Grados,360 Grad,,,,,,,,,,,,,360度,,,360도,,,,,,,,
LEVEL_90DEGREE,,90 Degree,90 degrés,90 Grados,90 Grad,,,,,,,,,,,,,90度,,,90도,,,,,,,,
LEVEL_90DEGREE_HINT,,90 Degree,90 degrés,90 Grados,90 Grad,,,,,,,,,,,,,90度,,,90도,,,,,,,,
BUTTON_OPEN_MUSIC_PACK,,Open Music Pack,Ouvrir le pack,Abrir Paquete Musical,Musikpaket öffnen,,,,,,,,,,,,,音楽パックを開ける,,,뮤직 팩 열기,,,,,,,,
BUY_VIEW_INFO_TEXT,,"Purchasing the complete music pack is your best value, rather than buying songs individually at full price.",Il est plus rentable d'acheter le pack de musique complet plutôt que d'acheter individuellement les chansons à plein tarif.,Tu mejor opción es comprar el paquete de música completo en lugar de adquirir las canciones individualmente a precio completo.,Beim Kauf des kompletten Musikpakets erhältst du im Vergleich zum Vollpreiskauf der einzelnen Songs den besten Wert.,,,,,,,,,,,,,"楽曲は、1曲ずつ定価で購入するよりも音楽パックで購入した方が断然お得です。
",,,뮤직 팩 하나를 구매하는 것이 곡을 개별적으로 제값에 사는 것보다 가성비가 가장 좋습니다.,,,,,,,,
ERROR_LOADING_DATA_NO_INTERNET_MESSAGE,,Error loading data. You may want to check your internet connection.,Erreur de chargement des données. Veuillez vérifier votre connexion à internet.,Error al cargar los datos. Posiblemente desees revisar tu conexión de Internet.,Fehler beim Laden der Daten. Du solltest deine Internetverbindung überprüfen.,,,,,,,,,,,,,ロード中にエラーが発生しました。インターネット接続を確認してください。,,,데이터 불러오기 오류. 인터넷 연결을 확인해주십시오.,,,,,,,,
ERROR_LOADING_DATA,,Error loading data.,Erreur de chargement des données.,Error al cargar los datos.,Fehler beim Laden der Daten.,,,,,,,,,,,,,ロード中にエラーが発生しました。,,,데이터 불러오기 오류.,,,,,,,,
DOWNLOADING,,Downloading,Téléchargement,Descargando,Download läuft,,,,,,,,,,,,,ダウンロード中,,,다운로드 중,,,,,,,,
PREPARING_TO_DOWNLOAD,,Preparing to download,Préparation du téléchargement,Preparando para la descarga,Vorbereitung für Download,,,,,,,,,,,,,ダウンロードの準備中,,,다운로드 준비 중,,,,,,,,
MUSIC_PACKS_TABBAR_TITLE,,Music Packs,Pack de musique,Paquetes Musicales,Musikpakete,,,,,,,,,,,,,音楽パック,,,뮤직 팩,,,,,,,,
PLAYLISTS_TABBAR_TITLE,,Playlists,Listes de lecture,Listas de Reproducción,Playlisten,,,,,,,,,,,,,プレイリスト,,,플레이리스트,,,,,,,,
90_PLAYLIST_NAME,,Songs with 90 Degree Levels,Morceaux pour niveaux à 90 degrés,Canciones con Niveles de 90 Grados,Songs mit 90-Grad-Winkel,,,,,,,,,,,,,90度ステージの曲,,,90도 레벨용 곡,,,,,,,,
360_PLAYLIST_NAME,,Songs with 360 Degree Levels,Morceaux pour niveaux à 360 degrés,Canciones con Niveles de 360 Grados,Songs mit 360-Grad-Winkel,,,,,,,,,,,,,360度ステージの曲,,,360도 레벨용 곡,,,,,,,,
ALL_SONGS_PLAYLIST_NAME,,All Songs,Tous les morceaux,Todas las Canciones,Alle Songs,,,,,,,,,,,,,すべての曲,,,모든 곡,,,,,,,,
USER_PLAYLIST_NAME,,Favorites,Favoris,Favoritos,Favoriten,,,,,,,,,,,,,お気に入り,,,즐겨찾기,,,,,,,,
INFO_AVERAGE_NOTES_PER_SECOND,,Average Notes per Second,Moyenne de notes par seconde,Notas Promedio por Segundo,Durchschnittliche Noten pro Sekunde,,,,,,,,,,,,,1秒当たりの平均音符,,,초당 평균 음,,,,,,,,
INFO_SONG_DURATION,,Song Duration,Durée,Duración de la Canción,Songdauer,,,,,,,,,,,,,曲の長さ,,,곡 길이,,,,,,,,
PLAYER_SETTINGS_SFX_VOLUME,,SFX Volume,Volume des effets,Volumen de los Efectos de Sonido,SFX-Lautstärke,,,,,,,,,,,,,効果音ボリューム,,,효과음 볼륨,,,,,,,,
OST_&_EXTRA_TABBAR_TITLE,,OST & Extras,BO & suppléments,Banda Sonora Original y Extras,OST & Extras,,,,,,,,,,,,,オリジナルサウンドトラック＆エキストラ,,,OST & 기타,,,,,,,,
PROMPT_HAVENT_PLAYED_360_YET,,Playing 360 degree levels requires you to rotate around freely. We advise you to either hang the cable from the ceiling or use a wireless solution.,"Pour jouer à des niveaux à 360 degrés, vous devez pouvoir vous tourner librement. Nous vous recommandons d'accrocher vos câbles au plafond ou d'utiliser un système sans fil.",Jugar los niveles de 360 grados requiere que gires libremente. Te recomendamos que cuelgues el cable del techo o uses una solución inalámbrica.,"Zum Spielen von 360-Grad-Leveln musst du dich ungehindert drehen können. Wir empfehlen dir, das Kabel entweder von der Decke zu hängen oder eine kabellose Lösung zu verwenden.",,,,,,,,,,,,,360度ステージでは、自由に回転してプレイすることができます。ケーブルを天井から吊るすか、ワイヤレスにすることをお勧めします。,,,360도 레벨을 플레이하려면 플레이어가 자유롭게 돌 수 있어야 합니다. 케이블을 천장에 걸어두거나 무선 솔루션을 사용할 것을 권장합니다.,,,,,,,,
